Column1;name;chembl_id;chembl_max_phase;composite_score;Score;Score comment;cns_target;primary_target;nasal_cyp_risk;molecular_weight;logP;PSA;H_donors;rotatable_bonds;vapor_pressure_mmhg;melting_point_c;pka_predicted;logD_pH6;logD_pH74;max_dose_mg;dose_feasible_nosa;original_applicant_normalized;earliest_patent_expiry;atc_code;mesh_heading;mechanism_of_action;target_name;physical_state;half_life;dosage_form;synonyms;indication_class
106;SUPROFEN;CHEMBL956;4;77.6;;;;—;;?? 260.31 [C] (DrugBank: 260.308);3.17 [C];54.37;1.0;4.0;—;124.30;4.20;1.36;-0.03;—;?;Alcon;—;M01AE07;Rheumatic Diseases;?? Suprofen binds to the cyclooxygenase-1 (COX-1) and cycloo… [DB] (ChEMBL: Cyclooxygenase inhibitor);Cyclooxygenase;solid [DB];—;topical;NSC-303611|P-(2-thenoyl)hydratropic acid|P-(2-THENOYL)HYDRATROPIC ACID|P-2-thenoylhydratropic acid|P-2-THENOYLHYDRATROPIC ACID|Profenal|PROFENAL|R-25,061|R-25061|Racemic suprofen|RACEMIC SUPROFEN|Srendam|SRENDAM|Sulproltin|SULPROLTIN|Suprofen|SUPROFEN|Suprofene|SUPROFENE|Suprofeno|SUPROFENO|Sutoprofen|SUTOPROFEN|TN-762|Topalgic|TOPALGIC;?? Used as eye drops to inhibit the miosis (pupil constricti… [DB]
107;OXYMETAZOLINE;CHEMBL762;4;77.5;;;??;Alpha-1A adrenergic receptor (Alpha-1A adrenore…;??;?? 260.38 [C] (DrugBank: 260.3746);2.85 [C];44.62;2.0;2.0;—;181.00;9.50;-0.65;0.75;—;?;Bayer;2028-05-02;D11AX27|R01AB07|S01GA04|R01AA05;Rhinitis, Allergic, Seasonal|Hypotension, Orthostatic|Eye Manifestations|Common Cold|Rosacea|Nasal Obstruction|Fecal Incontinence|Erythema|Presbyopia;?? Oxymetazoline binds to ?<sub>1</sub>- and ?<sub>2</sub>-a… [DB];—;solid [DB];Following ocular administration in healthy adul… [DB];topical;Afrin|AFRIN|Nasacon|NASACON|Operil|OPERIL|Oximetazolina|OXIMETAZOLINA|Oxymetazoline|OXYMETAZOLINE;?? Oxymetazoline is indicated for the topical treatment of p… [DB]
108;FENOPROFEN;CHEMBL1297;4;77.5;;;;—;;?? 242.27 [C] (DrugBank: 242.2699);3.67 [C];46.53;1.0;4.0;—;168.00;4.20;1.86;0.47;—;?;Ani;—;M01AE04;Rheumatic Diseases;?? Fenoprofen's exact mode of action is unknown, but it is t… [DB];—;solid [DB];Plasma half-life is approximately 3 hours. [DB];oral;53858|Fenoprofen|FENOPROFEN|Fenoprofene|FENOPROFENE|Fenoprofeno|FENOPROFENO|LILLY-53858|NSC-757813|Progesic|PROGESIC;?? For relief of the signs and symptoms of rheumatoid arthri… [DB]
109;CLORTERMINE;CHEMBL1697833;2;77.4;;;;—;;?? 183.68 [C] (DrugBank: 183.678);2.62 [C];26.02;1.0;2.0;—;245.00;9.50;-0.88;0.52;—;?;—;—;—;—;—;—;solid [DB];—;—;Clortermina|CLORTERMINA|Clortermine|CLORTERMINE;—
110;ETHAMIVAN;CHEMBL1229908;2;77.3;;;;—;;?? 223.27 [C] (DrugBank: 223.2683);1.88 [C];49.77;1.0;4.0;—;95.00;10.00;1.88;1.88;—;?;—;—;R07AB04;Respiratory Tract Diseases;—;—;solid [DB];—;—;Clairvan|CLAIRVAN|Emivan|EMIVAN|Etamivan|ETAMIVAN|Ethamivan|ETHAMIVAN|NSC-406087|Vandid|VANDID;—
111;MEXENONE;CHEMBL1898387;2;77.1;;;;—;;?? 242.27 [C];2.94 [C];46.53;1.0;3.0;—;36.67;10.00;2.94;2.94;—;?;—;—;—;—;—;—;—;—;—;Benzophenone-10|BENZOPHENONE-10|Mexenona|MEXENONA|Mexenone|MEXENONE|NSC-760432;—
112;NIKETHAMIDE;CHEMBL2104607;2;77.1;;;;—;;?? 178.24 [C] (DrugBank: 178.235);1.56 [C];33.20;0.0;3.0;—;23.89;4.50;1.55;1.56;—;?;—;—;R07AB02|R07AB52;Respiratory Tract Diseases;?? Unknown [C];—;—;—;—;Carditonic|CARDITONIC|Coramine|CORAMINE|Nicethamide|NICETHAMIDE|Nikethamide|NIKETHAMIDE|Nikethyl|NIKETHYL|Niquetamida|NIQUETAMIDA|NSC-130820;—
113;CINCHOPHEN;CHEMBL348000;4;77.1;;;;—;;?? 249.27 [C] (DrugBank: 249.269);3.60 [C];50.19;1.0;2.0;—;218.00;4.50;3.59;3.60;—;?;—;—;M04AC02;Gout;—;—;—;—;—;Cinchophen|CINCHOPHEN|Cinchophene|CINCHOPHENE|Cincofeno|CINCOFENO|NSC-2617;—
114;EPINASTINE;CHEMBL1106;4;77.0;;;;—;;?? 249.32 [C] (DrugBank: 249.3104);2.47 [C];41.62;1.0;0.0;—;205.00;9.50;-1.03;0.37;—;?;Allergan;—;S01GX10|R06AX24;Rhinitis, Allergic, Seasonal|Eye Manifestations|Rhinitis, Allergic, Perennial|Hypersensitivity;?? Epinastine has a multiaction effect that inhibits the all… [DB];—;solid [DB];12 hours [DB];topical;Epinastina|EPINASTINA|Epinastine|EPINASTINE|Purivist|PURIVIST|WAL-801;?? For the prevention of itching associated with allergic co… [DB]
115;TIAPROFENIC ACID;CHEMBL365795;4;77.0;;;;—;;?? 260.31 [C] (DrugBank: 260.308);3.17 [C];54.37;1.0;4.0;—;96.00;4.20;1.36;-0.03;—;?;—;—;M01AE11;Rheumatic Diseases;?? Tiaprofenic acid belongs to a group of medicines called n… [DB];—;solid [DB];1.5-2.5 hours [DB];—;Acide tiaprofenique|ACIDE TIAPROFENIQUE|Acido tiaprofenico|ACIDO TIAPROFENICO|RU-15060|Surgam|SURGAM|Surgam 200|SURGAM 200|Surgam 300|SURGAM 300|Surgam sa|SURGAM SA|Tiaprofen|TIAPROFEN|Tiaprofenate|TIAPROFENATE|Tiaprofenic acid|TIAPROFENIC ACID;?? Tiaprofenic acid is used to treat pain, especially arthri… [DB]
116;METHAQUALONE;CHEMBL282052;4;76.9;;;;—;??;?? 250.3 [C] (DrugBank: 250.2952);3.00 [C];34.89;0.0;1.0;—;120.00;4.50;2.99;3.00;—;?;—;—;N05CM01|N05CX02;—;"?? GABA-A receptor; anion channel positive allosteric modulator [C]";"GABA-A receptor; anion channel";solid [DB];—;—;CI-705|CN 38703|CN-38703|Metacualona|METACUALONA|Methaqualone|METHAQUALONE|Methaqualoneinone|METHAQUALONEINONE|Metolquizolone|METOLQUIZOLONE|NSC-111388|NSC-111388-|NSC-126877|NSC-631628|QZ-2|R-148|TR-495;?? For the treatment of insomnia, and as a sedative and musc… [DB]
117;METHAPYRILENE HYDROCHLORIDE;CHEMBL1255739;4;76.8;;;;—;;?? 297.86 [C] (DrugBank: 261.39);2.71 [C];19.37;0.0;6.0;—;162.22;4.50;2.70;2.71;—;?;—;—;—;—;?? Histamine H1 receptor antagonist [C];Histamine H1 receptor;solid [DB];—;—;Methapyrilene hcl|METHAPYRILENE HCL|Methapyrilene hydrochloride|METHAPYRILENE HYDROCHLORIDE|NSC-758410;—
118;CYCLOPENTAMINE;CHEMBL329203;2;76.8;;;;—;;?? 141.26 [C] (DrugBank: 141.258);2.17 [C];12.03;1.0;3.0;—;113.00;9.50;-1.33;0.07;—;?;—;—;R01AA02;Nasal Obstruction;—;—;solid [DB];—;—;Ciclopentamina|CICLOPENTAMINA|Clopane|CLOPANE|Cyclonarol|CYCLONAROL|Cyclopentamine|CYCLOPENTAMINE|Cyklosal|CYKLOSAL|Sinos|SINOS;—
119;PINOCEMBRIN;CHEMBL399910;2;76.8;;;;—;;?? 256.26 [C];2.80 [C];66.76;2.0;1.0;—;192.00;10.00;2.80;2.80;—;?;—;—;—;Ischemic Stroke;—;—;—;—;—;(2s)-pinocembrin|(2S)-Pinocembrin|Dihydrochrysin|DIHYDROCHRYSIN|Galangin flavanone|GALANGIN FLAVANONE|NSC-279005|NSC-43318|Pinocembrin|PINOCEMBRIN;—
120;RIMANTADINE;CHEMBL959;4;76.7;;;;—;;?? 179.31 [C] (DrugBank: 179.3018);2.55 [C];26.02;1.0;1.0;—;300.00;9.50;-0.95;0.45;—;?;Forest;—;J05AC02;Virus Diseases;?? The mechanism of action of rimantadine is not fully under… [DB];—;solid [DB];25 to 30 hours in young adults (22 to 44 years … [DB];oral;Rimantadina|RIMANTADINA|Rimantadine|RIMANTADINE;?? For the prophylaxis and treatment of illness caused by va… [DB]
121;PRIMAQUINE;CHEMBL506;4;76.7;;;;Ribosyldihydronicotinamide dehydrogenase [quino…;??;?? 259.35 [C] (DrugBank: 259.3467);2.78 [C];60.17;2.0;6.0;—;25.00;9.50;-0.72;0.68;45.00 [CT];?;Alvogen;—;P01BA03;Malaria|Malaria, Falciparum|Obesity|Malaria, Vivax|Glucosephosphate Dehydrogenase Deficiency|Pneumonia, Pneumocystis|Severe Acute Respiratory Syndrome;?? Primaquine's mechanism of action is not well understood. … [DB];—;solid [DB];3.7-7.4 hours [DB];oral;Kanaprim|KANAPRIM|Maliride|MALIRIDE|Neo-quipenyl|NEO-QUIPENYL|NSC-27296|Primachin|PRIMACHIN|Primaquina|PRIMAQUINA|Primaquine|PRIMAQUINE|SN-13272|WR-2975;?? For the treatment of malaria. [DB]
122;NYLIDRIN;CHEMBL114655;2;76.5;;;??;—;;?? 299.41 [C] (DrugBank: 299.414);3.43 [C];52.49;3.0;7.0;—;111.00;9.50;-0.07;1.33;—;?;—;—;G02CA02|C04AA02;Cardiovascular Diseases;?? This drug is classified as a beta receptor agonist [L2284… [DB];—;solid [DB];Duration of action is 10h [L2286]. [DB];—;Bufenina|BUFENINA|Buphenin|BUPHENIN|Buphenine|BUPHENINE;?? Nylidrin is mainly indicated in conditions like arteriosc… [DB]
123;ESTRONE;CHEMBL1405;4;76.4;;;;—;;?? 270.37 [C] (DrugBank: 270.3661);3.82 [C];37.30;1.0;0.0;—;258.00;10.00;3.82;3.82;—;?;Watson;—;G03CC04|G03CA07;Obesity|Premenstrual Syndrome;?? Estrogens enter the cells of responsive tissues (e.g. fem… [DB] (ChEMBL: Estrogen receptor alpha agonist);Estrogen receptor;solid [DB];19 hours [DB];parenteral;1,3,5-estratrien-3-ol-17-one|1,3,5-ESTRATRIEN-3-OL-17-ONE|Estradiol metabolite e1|ESTRADIOL METABOLITE E1|Estrogenic substance|ESTROGENIC SUBSTANCE|Estrona|ESTRONA|Estrone|ESTRONE|Follicular hormone|FOLLICULAR HORMONE|Follicular-hormone|FOLLICULAR-HORMONE|Folliculin|FOLLICULIN|Folliculinum|FOLLICULINUM|Ketohydroxyestrin|KETOHYDROXYESTRIN|Natural estrogenic substance-estrone|NATURAL ESTROGENIC SUBSTANCE-ESTRONE|NSC-9699|Theelin|THEELIN|Thelykinin|THELYKININ|Tokokin|TOKOKIN|WAY 164397;?? For management of perimenopausal and postmenopausal sympt… [DB]
124;IMOLAMINE;CHEMBL2104282;2;76.4;;;;—;;?? 260.34 [C] (DrugBank: 260.341);1.96 [C];58.05;1.0;6.0;—;154.00;4.50;1.95;1.96;—;?;—;—;C01DX09;Cardiovascular Diseases;—;—;solid [DB];—;—;Imolamina|IMOLAMINA|Imolamine|IMOLAMINE;?? Imolamine is indicated for the treatment of angina pector… [DB]
125;PRIDINOL;CHEMBL404215;2;76.3;;;;—;;?? 295.43 [C] (DrugBank: 295.426);3.80 [C];23.47;1.0;5.0;—;120.00;10.00;3.80;3.80;—;?;—;—;M03BX03;—;—;—;—;—;—;C-238|NSC-23016|Pridinol|PRIDINOL;—
126;METACETAMOL;CHEMBL9419;2;76.2;;;;—;;?? 151.16 [C];1.35 [C];49.33;2.0;1.0;—;207.78;10.00;1.35;1.35;—;?;—;—;—;—;—;—;—;—;—;BS 749|BS-749|Metacetamol|METACETAMOL|NSC-3990;—
127;TOLMETIN;CHEMBL1020;4;76.2;;;;—;;?? 257.29 [C] (DrugBank: 257.2845);2.19 [C];59.30;1.0;4.0;—;155.00;4.20;0.38;-1.01;—;?;J&J;—;M01AB03|M02AA21;Arthralgia|Myalgia|Rheumatic Diseases;?? The mode of action of tolmetin is not known. However, stu… [DB];—;solid [DB];Biphasic elimination from the plasma consisting… [DB];oral;MCN-2559|Tolmetin|TOLMETIN|Tolmetina|TOLMETINA|Tolmetine|TOLMETINE;?? For the relief of signs and symptoms of rheumatoid arthri… [DB]
128;DANTHRON;CHEMBL53418;4;76.2;;;;—;;?? 240.21 [C] (DrugBank: 240.2109);1.87 [C];74.60;2.0;0.0;—;192.78;10.00;1.87;1.87;—;?;—;—;A06AB03|A06AB53;Constipation;?? Retinoid X receptor alpha antagonist [C];Retinoic acid receptor RXR-alpha;solid [DB];—;—;Danthron|DANTHRON|Dantron|DANTRON|Dantrone|DANTRONE|Dorbane|DORBANE|Istizin|ISTIZIN|NSC-38626|NSC-646568|Pilules vinchy n.f.|PILULES VINCHY N.F.;—
129;MINAPRINE;CHEMBL278819;4;76.2;;;??;Acetylcholinesterase (AChE) (EC 3.1.1.7);??;?? 298.39 [C] (DrugBank: 298.3828);2.20 [C];50.28;1.0;5.0;—;122.00;9.50;-1.30;0.10;—;?;—;—;N06AX07;Depressive Disorder;?? Minaprine binds to serotonin type 2 receptors and to dopa… [DB] (ChEMBL: Acetylcholinesterase inhibitor);Acetylcholinesterase;solid [DB];—;—;AGR-1240|Brantur|CB-30038|Minaprina|MINAPRINA|Minaprine|MINAPRINE;?? For the treatment of depression [DB]
130;INDOPROFEN;CHEMBL15870;4;76.1;;;;—;;?? 281.31 [C] (DrugBank: 281.3059);3.04 [C];57.61;1.0;3.0;—;208.00;4.20;1.23;-0.16;—;?;—;—;M01AE10;Rheumatic Diseases;?? Cyclooxygenase inhibitor [C];Cyclooxygenase;solid [DB];2.3 hours. [DB];—;Bor-ind|BOR-IND|Flosin|FLOSIN|Flosint|FLOSINT|Indoprofen|INDOPROFEN|Indoprofene|INDOPROFENE|Indoprofeno|INDOPROFENO|Isindone|ISINDONE|K 4277|K-4277|NSC-757065|Praxis|PRAXIS|Reumofene|REUMOFENE;—
131;FENBUFEN;CHEMBL277522;2;76.1;;;;—;;?? 254.28 [C] (DrugBank: 254.2806);3.40 [C];54.37;1.0;5.0;—;185.00;4.20;1.59;0.20;—;?;—;—;M01AE05;Rheumatic Diseases;—;—;solid [DB];—;—;Cinopal|CINOPAL|CL 82,204|CL-82204|Fenbufen|FENBUFEN|Fenbufene|FENBUFENE|Fenbuzip 300|FENBUZIP 300|Fenbuzip 450|FENBUZIP 450|Lederfen 450|LEDERFEN 450|Lederfen cp|LEDERFEN CP|Lederfen f|LEDERFEN F|NSC-757812;—
132;CHLOROTHEN;CHEMBL2110628;2;76.0;;;;—;;?? 295.84 [C];3.36 [C];19.37;0.0;6.0;—;112.00;4.50;3.35;3.36;—;?;—;—;—;—;—;—;—;—;—;Chloropyrilene|CHLOROPYRILENE|Cloropirileno|CLOROPIRILENO;—
133;FLUMEQUINE;CHEMBL370252;2;76.0;;;;—;;?? 261.25 [C] (DrugBank: 261.2484);2.35 [C];59.30;1.0;1.0;—;253.00;4.20;0.54;-0.85;—;?;—;—;J01MB07;Bacterial Infections;—;—;solid [DB];—;—;Apurone|APURONE|Flumequina|FLUMEQUINA|Flumequine|FLUMEQUINE|NSC-757806;—
134;CYCLANDELATE;CHEMBL1480987;4;75.9;;;;Liver carboxylesterase 1 (Acyl-coenzyme A:chole…;;?? 276.38 [C] (DrugBank: 276.3707);3.48 [C];46.53;1.0;3.0;—;50.00;10.00;3.48;3.48;—;?;—;—;C04AX01;Cardiovascular Diseases;?? Cyclandelate produces peripheral vasodilation by a direct… [DB] (ChEMBL: Unknown);—;solid [DB];—;—;Ciclandelato|CICLANDELATO|Cyclandelate|CYCLANDELATE|Cyclergine|CYCLERGINE|Cyclobral|CYCLOBRAL|Cyclolyt|CYCLOLYT|Cyclomandol|CYCLOMANDOL|Cyclospasmol|CYCLOSPASMOL|Natil|NATIL|Novodil|NOVODIL|NSC-758910|Perebral|PEREBRAL|Spasmocyclon (3m)|SPASMOCYCLON (3M);?? Used in the treatment of various blood vessel diseases (e… [DB]
135;DIOXYBENZONE;CHEMBL1326877;2;75.8;;;;—;;?? 244.25 [C] (DrugBank: 244.246);2.34 [C];66.76;2.0;3.0;—;68.00;10.00;2.34;2.34;—;?;—;—;—;—;?? Emitted by the sun, UVA-II rays, which range at 320–400 n… [DB];—;solid [DB];No pharmacokinetic data available. [DB];—;Benzophenone-8|BENZOPHENONE-8|Dioxibenzona|DIOXIBENZONA|Dioxybenzone|DIOXYBENZONE|NSC-56769|Spectra-sorb uv 24|SPECTRA-SORB UV 24;?? Indicated for use as an active sunscreen agent. [DB]
136;NALIDIXIC ACID;CHEMBL5;4;75.7;;;;—;;?? 232.24 [C] (DrugBank: 232.2353);1.42 [C];72.19;1.0;2.0;—;228.89;4.50;1.41;1.42;—;?;Sun;—;J01MB02;Osteomyelitis|Bacterial Infections;?? Evidence exists for Nalidixic acid that its active metabo… [DB] (ChEMBL: Bacterial DNA gyrase inhibitor);Bacterial DNA gyrase;solid [DB];1.1 to 2.5 hours in healthy adult patients, and… [DB];oral;Acide nalidixique|ACIDE NALIDIXIQUE|Acido nalidixico|ACIDO NALIDIXICO|Mictral|MICTRAL|Nalidixane|NALIDIXANE|Nalidixate|NALIDIXATE|Nalidixic acid|NALIDIXIC ACID|Nalix|NALIX|Neg gram|Neg Gram|Neggram|NEGGRAM|Negram|NEGRAM|NSC-82174|Uriben|URIBEN|Uroneg|WIN 18,320|WIN-18320;?? For the treatment of urinary tract infections caused by s… [DB]
137;EPIRIZOLE;CHEMBL1411693;2;75.6;;;;—;;?? 234.26 [C] (DrugBank: 234.2545);1.30 [C];62.06;0.0;3.0;—;90.00;4.50;1.29;1.30;—;?;—;—;—;—;—;—;solid [DB];—;—;DA-398|Epirizol|EPIRIZOL|Epirizole|EPIRIZOLE|Mebron|MEBRON|Mepirizole|MEPIRIZOLE|Methopyrimazole|METHOPYRIMAZOLE;—
138;FORMONONETIN;CHEMBL242341;2;75.5;;;;—;;?? 268.27 [C] (DrugBank: 268.268);3.17 [C];59.67;1.0;2.0;—;256.00;10.00;3.17;3.17;—;?;—;—;—;Osteoporosis;—;—;—;—;—;7-hydroxy-4'-methoxyisoflavone|7-HYDROXY-4'-METHOXYISOFLAVONE|Biochanin b|BIOCHANIN B|Flavosil|FLAVOSIL|Formononetin|FORMONONETIN|Formononetol|FORMONONETOL|Myconate|MYCONATE|Mycotech|MYCOTECH|Neochanin|NEOCHANIN|NSC-93360;—
139;HEXYLCAINE;CHEMBL1197;4;75.3;;;;Sodium channel protein type 5 subunit alpha (So…;;?? 261.36 [C] (DrugBank: 261.3593);3.15 [C];38.33;1.0;5.0;—;177.00;9.50;-0.35;1.05;—;?;Merck;—;—;—;?? Hexyl caine acts mainly by inhibiting sodium influx throu… [DB];—;solid [DB];<10 minutes [DB];topical;Hexilcaina|HEXILCAINA|Hexylcaine|HEXYLCAINE|Osmocaine|OSMOCAINE;?? Used as a local anesthetic for surface application, infil… [DB]
140;STANOLONE;CHEMBL27769;2;75.3;;;;17-beta-hydroxysteroid dehydrogenase type 1 (17…;;?? 290.45 [C] (DrugBank: 290.4403);3.96 [C];37.30;1.0;0.0;—;181.00;10.00;3.96;3.96;—;?;—;—;G03BB02|A14AA01;Hypogonadism;—;—;solid [DB];—;—;4-dihydrotestosterone|4-DIHYDROTESTOSTERONE|5alpha-dihydrotestosterone|5ALPHA-DIHYDROTESTOSTERONE|Anabolex|ANABOLEX|Andractim|ANDRACTIM|Androstanolona|ANDROSTANOLONA|Androstanolone|ANDROSTANOLONE|Dihydrotestosterone|DIHYDROTESTOSTERONE|Dihydrotestosterone (dht)|DIHYDROTESTOSTERONE (DHT)|Neodrol|NEODROL|NSC-10972|Stanolone|STANOLONE;—
141;METHOXYPHENAMINE;CHEMBL2010507;2;75.0;;;;—;;?? 179.26 [C] (DrugBank: 179.2588);1.85 [C];21.26;1.0;4.0;—;25.00;9.50;-1.65;-0.25;—;?;—;—;R03CB02;Lung Diseases, Obstructive;—;—;—;—;—;Methoxyphenamine|METHOXYPHENAMINE|Metoxifenamina|METOXIFENAMINA;—
142;THONZYLAMINE;CHEMBL1623738;2;75.0;;;;—;;?? 286.38 [C] (DrugBank: 286.379);2.05 [C];41.49;0.0;7.0;—;173.00;4.50;2.04;2.05;—;?;—;—;D04AA01|R06AC06|R01AC06;Pruritus|Nasal Obstruction|Hypersensitivity;?? Thonzylamine competes with histamine for binding to the H… [DB];—;solid [DB];—;—;Thonzylamine|THONZYLAMINE|Tonamil|TONAMIL|Tonzilamina|TONZILAMINA;?? Thozylamine is indicated for use in the symptomatic contr… [DB]
143;ROSOXACIN;CHEMBL291157;2;74.7;;;;DNA gyrase subunit B (EC 5.6.2.2) (Type IIA top…;;?? 294.31 [C] (DrugBank: 294.3047);2.78 [C];72.19;1.0;3.0;—;290.00;4.50;2.77;2.78;—;?;—;—;J01MB01;Bacterial Infections;?? Rosoxacin binds to and inhibits the enzymes topoisomerase… [DB];—;solid [DB];—;—;Acrosoxacin|ACROSOXACIN|Eracine|ERACINE|Eradacil|ERADACIL|Eradacin|ERADACIN|Eradicin|ERADICIN|NSC-146617|Rosoxacin|ROSOXACIN|Rosoxacine|ROSOXACINE|Rosoxacino|ROSOXACINO|WIN 35,213|WIN-35213|Winoxacin|WINOXACIN|Winuron|WINURON;?? For the treatment of bacterial infection of respiratory t… [DB]
144;DEMEXIPTILINE;CHEMBL2107576;2;74.7;;;;—;;?? 278.36 [C] (DrugBank: 278.3483);3.04 [C];33.62;1.0;4.0;—;232.00;9.50;-0.46;0.94;—;?;—;—;—;—;—;—;solid [DB];—;—;Demexiptilina|DEMEXIPTILINA|Demexiptiline|DEMEXIPTILINE;—
145;PHENYRAMIDOL;CHEMBL1697767;2;74.6;;;;—;;?? 214.27 [C] (DrugBank: 214.268);2.23 [C];45.15;2.0;4.0;—;82.22;9.50;-1.27;0.13;—;?;—;—;M03BX30;—;—;—;—;—;—;Cabral|CABRAL|Evasprin|EVASPRIN|Feniramidol|FENIRAMIDOL|Fenyramidol|FENYRAMIDOL|MJ-505|NSC-23634|Phenyramidol|PHENYRAMIDOL;—
146;PARBENDAZOLE;CHEMBL528271;2;74.4;;;;—;;?? 247.3 [C];3.08 [C];67.01;2.0;4.0;—;255.00;4.50;3.07;3.08;—;?;—;—;—;—;—;—;—;—;—;NSC-256420|Parbendazol|PARBENDAZOL|Parbendazole|PARBENDAZOLE|SK&F 29044|SK&F-29044|TCMDC-131798;—
147;ENSULIZOLE;CHEMBL1987518;2;73.9;;;;—;;?? 274.3 [C] (DrugBank: 274.29);2.48 [C];83.05;2.0;2.0;—;300.00;4.50;2.47;2.48;—;?;—;—;—;—;?? Ensulizole strongly absorbs UV-B wavelengths. It offers p… [DB];—;solid [DB];—;—;Ensulizol|ENSULIZOL|Ensulizole|ENSULIZOLE|Phenylbenzimidazole sulfonic acid|PHENYLBENZIMIDAZOLE SULFONIC ACID;?? Indicated to be used as an UV-B-absorbing molecule in sun… [DB]
148;HALAZONE;CHEMBL1368146;2;73.7;;;;—;;?? 270.09 [C];1.68 [C];74.68;1.0;3.0;—;212.78;4.20;-0.13;-1.52;—;?;—;—;—;—;—;—;—;—;—;Halazona|HALAZONA|Halazone|HALAZONE|NSC-60717|P-(dichlorosulfamoyl)benzoic acid|P-(DICHLOROSULFAMOYL)BENZOIC ACID;—
149;ALFATRADIOL;CHEMBL286452;2;73.4;;;;—;??;?? 272.39 [C] (DrugBank: 272.382);3.61 [C];40.46;2.0;0.0;—;216.00;10.00;3.61;3.61;—;?;—;—;—;—;?? Estrogen is found in the the breast, uterine, ovarian, sk… [DB];—;solid [DB];The terminal half-lives for various estrogen pr… [DB];—;17a-estradiol|17A-ESTRADIOL|17.alpha.-estradiol|17.ALPHA.-ESTRADIOL|17alpha-estradiol|17ALPHA-ESTRADIOL|Alfatradiol|ALFATRADIOL|.alpha.-estradiol|.ALPHA.-ESTRADIOL|Estradiol 17-.alpha.|ESTRADIOL 17-.ALPHA.|Estradiol, .alpha.-|ESTRADIOL, .ALPHA.-|Estradiol, alpha-|ESTRADIOL, ALPHA-;?? Estradiol is indicated in various preparations for the tr… [DB]
150;INDENOLOL;CHEMBL153585;2;73.4;;;;—;;?? 247.34 [C] (DrugBank: 247.3327);1.99 [C];41.49;2.0;6.0;—;147.00;9.50;-1.51;-0.11;—;?;—;—;—;—;—;—;solid [DB];—;—;Indenolol|INDENOLOL|SCH 28316Z|SCH-28316Z|YB-2;—
151;NIFLUMIC ACID;CHEMBL63323;2;73.2;;;;Prostaglandin G/H synthase 2 (EC 1.14.99.1) (Cy…;;?? 282.22 [C] (DrugBank: 282.218);3.54 [C];62.22;2.0;3.0;—;203.00;9.50;0.04;1.44;—;?;—;—;M01AX02|M02AA17;Myalgia|Rheumatic Diseases|Arthralgia;?? Niflumic acid is able to inhibit both phospholipase A2 as… [DB];—;solid [DB];2.5 hours [DB];—;Acide niflumique|ACIDE NIFLUMIQUE|Acido niflumico|ACIDO NIFLUMICO|Niflugel|NIFLUGEL|Niflumic acid|NIFLUMIC ACID|NSC-758196|UP 83|UP-83;?? Used in the treatment of rheumatoid arthritis. [DB]
152;FENBENDAZOLE;CHEMBL37161;2;73.1;;;;—;;?? 299.36 [C] (DrugBank: 299.348);3.89 [C];67.01;2.0;3.0;—;233.00;4.50;3.88;3.89;—;?;—;—;P02CA06;Helminthiasis;?? Tubulin beta chain binding agent [C];Tubulin beta chain;—;—;—;Fenbendazol|FENBENDAZOL|Fenbendazole|FENBENDAZOLE|Fenbendazole for veterinary use|FENBENDAZOLE FOR VETERINARY USE|HOE 881V|HOE-881V|HOE 881Y|HOE-881Y|NSC-757824|Panacur|PANACUR|Panacur aquasol|PANACUR AQUASOL;—
153;URACIL MUSTARD;CHEMBL1488;4;73.0;;;;—;;?? 252.1 [C] (DrugBank: 252.098);1.17 [C];69.48;2.0;5.0;—;206.11;4.50;1.16;1.17;—;?;Takeda;—;L01AD08;Neoplasms;?? After activation, it binds preferentially to the guanine … [DB] (ChEMBL: DNA inhibitor);DNA;solid [DB];—;oral;NSC-34462|U-8344|Uracil mustard|URACIL MUSTARD|Uramustina|URAMUSTINA|Uramustine|URAMUSTINE;?? Used for its antineoplastic properties. [DB]
154;TOCAINIDE;CHEMBL1762;4;72.9;;;;—;;?? 192.26 [C] (DrugBank: 192.2575);1.59 [C];55.12;2.0;2.0;—;246.00;9.50;-1.91;-0.51;—;?;AstraZeneca;—;C01BB03;Arrhythmias, Cardiac;?? Tocainide acts on sodium channels on the neuronal cell me… [DB];—;solid [DB];The average plasma half-life in patients is app… [DB];oral;Tocainida|TOCAINIDA|Tocainide|TOCAINIDE|W-36095;?? For the treatment of documented ventricular arrhythmias, … [DB]
155;ARTICAINE;CHEMBL1093;4;71.3;;;;—;;?? 284.38 [C] (DrugBank: 284.374);2.17 [C];67.43;2.0;6.0;—;172.00;9.50;-1.33;0.07;—;?;Deproco;2039-03-27;N01BB58|N01BB08;Pulpitis|Pain|Renal Insufficiency|Periodontitis;—;—;solid [DB];—;parenteral;40-045|Articaina|ARTICAINA|Articaine|ARTICAINE|Carticaine|CARTICAINE|Septocaine|SEPTOCAINE;—
